30834	20	131259
36047	20	131259
35599	20	131259
12043	20	131259
13678	20	131259
36149	20	131259
24473	20	131259
9845	20	131259
34504	20	131259
5928	20	131259
48600	20	131259
19591	20	131259
46725	20	131259
43039	20	131259
18620	20	131259
42118	20	131259
10099	20	131259
37990	20	131259
4305	20	131258
46389	20	131258
5965	20	131258
23442	20	131258
11978	20	131258
13682	20	131271
34686	20	131271
33229	20	131271
47341	20	131271
37876	20	131258
31023	20	131258
48236	20	131258
3238	20	131258
17313	20	131258
669	20	131258
48161	20	131259
32430	20	131259
34157	20	131259
3387	20	131259
3891	20	131259
45605	20	131259
7495	20	131259
13674	20	131259
11521	20	131259
23244	20	131259
48288	20	131259
38171	20	131259
47416	20	131259
4079	20	131259
31669	20	131259
13812	20	131259
7852	20	131259
580	20	131259
11199	20	131259
10158	20	131259
42136	20	131259
43853	20	131259
21425	20	131259
3670	20	131259
9798	20	131259
3784	20	131259
35023	20	131271
2591	20	131271
37182	20	131271
2140	20	131271
50957	20	131271
48689	20	131271
13250	20	131271
36265	20	131271
27093	20	131259
36075	20	131271
43666	20	131267
1128	20	131267
46519	20	131267
48501	20	131267
13786	20	131267
32316	20	131267
22685	20	131272
28060	20	131272
28116	20	131272
25871	20	131272
31713	20	131272
23840	20	131272
29284	20	131272
38367	20	131271
49079	20	131271
20128	20	131271
40161	20	131271
42408	20	131271
46207	20	131271
40371	20	131267
21328	20	131267
18482	20	131267
27169	20	131271
21220	20	131258
36502	20	131258
33364	20	131258
44337	20	131258
45595	20	131258
38520	20	131258
25455	20	131258
13143	20	131258
11392	20	131267
2277	20	131267
26909	20	131267
6743	20	131273
26712	20	131273
20615	20	131273
41016	20	131273
5663	20	131273
42858	20	131273
46368	20	131272
6710	20	131272
16361	20	131272
39979	20	131272
11248	20	131272
6882	20	131272
39285	20	131272
14654	20	131272
3827	20	131272
13791	20	131272
48937	20	131272
45213	20	131271
11038	20	131271
6567	20	131271
1426	20	131271
15739	20	131271
13040	20	131271
37267	20	131271
46475	20	131271
20211	20	131271
21974	20	131271
47261	20	131277
44028	20	131277
24783	20	131277
44560	20	131277
50810	20	131277
34139	20	131277
46743	20	131277
4865	20	131277
46374	20	131277
31815	20	131259
14873	20	131259
17305	20	131259
26406	20	131259
35737	20	131259
18292	20	131259
33799	20	131259
17230	20	131259
28948	20	131259
39784	20	131259
5589	20	131259
29878	20	131259
7136	20	131259
33367	20	131259
19666	20	131259
46493	20	131259
49634	20	131259
48019	20	131259
38958	20	131259
9572	20	131259
34245	20	131273
33381	20	131273
2181	20	131273
31784	20	131273
27396	20	131273
187	20	131273
16339	20	131273
48316	20	131273
33136	20	131274
7320	20	131274
17290	20	131274
32438	20	131274
31373	20	131259
33948	20	131259
51458	20	131259
36028	20	131259
46242	20	131259
40378	20	131259
8821	20	131259
22729	20	131269
1520	20	131269
22569	20	131269
31925	20	131269
23479	20	131254
27502	20	131254
20503	20	131254
23782	20	131273
2184	20	131273
42630	20	131273
22405	20	131273
31536	20	131273
45891	20	131273
37421	20	131273
42381	20	131273
44423	20	131274
44852	20	131274
41981	20	131274
15231	20	131274
20534	20	131274
51072	20	131254
1177	20	131254
49537	20	131273
44357	20	131273
8336	20	131273
10090	20	131273
43580	20	131273
4106	20	131273
36731	20	131273
13391	20	131273
28522	20	131258
29949	20	131258
41101	20	131258
32558	20	131258
8129	20	131258
30452	20	131258
51343	20	131258
46020	20	131254
35087	20	131254
46233	20	131254
11380	20	131254
33092	20	131254
875	20	131254
8940	20	131254
14345	20	131254
31908	20	131254
249	20	131265
25239	20	131265
27632	20	131265
35540	20	131265
26056	20	131265
37793	20	131265
49697	20	131265
12429	20	131265
48857	20	131265
19729	20	131265
21484	20	131265
28741	20	131265
33010	20	131270
33407	20	131270
36860	20	131270
19564	20	131265
30268	20	131265
6605	20	131265
40821	20	131265
24738	20	131265
38381	20	131265
38101	20	131265
41691	20	131265
3206	20	131265
14977	20	131269
35104	20	131269
51581	20	131269
13208	20	131269
13165	20	131269
49999	20	131269
38651	20	131276
26374	20	131276
33387	20	131274
2379	20	131274
12015	20	131274
44965	20	131259
7748	20	131259
16652	20	131265
4957	20	131265
42557	20	131259
11558	20	131265
45826	20	131259
766	20	131259
35078	20	131265
26683	20	131259
46701	20	131265
970	20	131259
30291	20	131269
48133	20	131265
44460	20	131259
43219	20	131259
32445	20	131269
5407	20	131259
33830	20	131259
40728	20	131259
25747	20	131269
24437	20	131265
50742	20	131265
8245	20	131259
43297	20	131269
18023	20	131265
17976	20	131265
24891	20	131259
1368	20	131259
42885	20	131259
14645	20	131259
1098	20	131259
30519	20	131259
6752	20	131280
44293	20	131280
43515	20	131280
28025	20	131280
5408	20	131272
25924	20	131272
16802	20	131272
1208	20	131272
40403	20	131272
1539	20	131272
21941	20	131270
51513	20	131272
21221	20	131272
9994	20	131272
43863	20	131272
29886	20	131272
26384	20	131272
40342	20	131272
45129	20	131270
25936	20	131254
27555	20	131254
20106	20	131254
15462	20	131254
10721	20	131254
40391	20	131254
3244	20	131263
46954	20	131263
34668	20	131263
42150	20	131263
26263	20	131263
5385	20	131263
29325	20	131263
12098	20	131263
520	20	131263
9063	20	131263
25465	20	131263
47100	20	131263
24296	20	131263
16456	20	131263
22293	20	131260
10415	20	131260
17712	20	131260
44365	20	131260
33423	20	131260
1152	20	131260
23764	20	131260
13870	20	131254
6223	20	131254
48271	20	131254
40133	20	131276
23562	20	131276
48028	20	131278
19053	20	131278
8965	20	131278
15643	20	131278
34055	20	131278
38715	20	131278
3829	20	131278
2391	20	131273
10985	20	131273
37794	20	131273
3511	20	131273
7627	20	131273
46057	20	131273
5583	20	131273
50752	20	131273
14670	20	131273
28274	20	131274
46469	20	131274
35430	20	131274
11620	20	131274
51938	20	131274
36172	20	131274
40280	20	131267
179	20	131258
48598	20	131258
6947	20	131258
31247	20	131258
21751	20	131258
2422	20	131258
39414	20	131258
15057	20	131271
22705	20	131271
17715	20	131271
8367	20	131271
14731	20	131271
3016	20	131271
50088	20	131271
32794	20	131271
16508	20	131271
24324	20	131280
11666	20	131280
25684	20	131280
33382	20	131280
45988	20	131265
48374	20	131265
34572	20	131265
23577	20	131265
47551	20	131265
39503	20	131265
34511	20	131265
8682	20	131265
35902	20	131265
46470	20	131280
38801	20	131280
20704	20	131280
41846	20	131280
41182	20	131265
44902	20	131265
35088	20	131265
1309	20	131265
2240	20	131265
40024	20	131265
18269	20	131265
10284	20	131265
19546	20	131265
40009	20	131265
46967	20	131265
34717	20	131274
37686	20	131274
38574	20	131274
10209	20	131259
47788	20	131278
21618	20	131278
41185	20	131278
31425	20	131278
38872	20	131278
31854	20	131273
9349	20	131273
2044	20	131273
42988	20	131273
38964	20	131273
41884	20	131273
32462	20	131273
33479	20	131273
5716	20	131273
2143	20	131273
49862	20	131273
32057	20	131273
37386	20	131273
41274	20	131273
20934	20	131273
13146	20	131273
50635	20	131273
25880	20	131265
8656	20	131272
17983	20	131272
20609	20	131272
942	20	131272
51498	20	131272
22418	20	131272
48807	20	131272
17248	20	131272
19761	20	131272
28487	20	131274
45207	20	131274
2827	20	131274
51052	20	131274
48802	20	131274
7702	20	131259
8633	20	131259
47867	20	131273
44177	20	131273
10462	20	131259
13938	20	131259
36322	20	131273
20843	20	131259
9517	20	131259
33843	20	131273
36917	20	131273
2828	20	131254
46892	20	131254
30105	20	131254
28156	20	131273
33256	20	131254
34575	20	131254
36123	20	131254
18685	20	131259
15591	20	131259
42994	20	131273
16199	20	131259
43112	20	131273
51894	20	131259
3005	20	131259
20576	20	131269
16376	20	131259
17179	20	131259
6067	20	131269
39388	20	131259
22120	20	131269
24535	20	131259
48011	20	131259
32282	20	131269
13164	20	131269
1471	20	131259
2719	20	131259
29592	20	131259
28288	20	131259
8829	20	131259
31781	20	131259
27735	20	131259
6689	20	131259
13836	20	131259
40398	20	131259
48452	20	131259
19487	20	131274
37968	20	131274
46463	20	131274
37276	20	131274
48682	20	131254
11259	20	131254
29011	20	131254
43811	20	131254
49017	20	131254
51054	20	131254
12190	20	131254
45292	20	131259
3224	20	131259
39198	20	131259
29255	20	131259
44499	20	131259
46105	20	131259
42292	20	131259
43241	20	131259
25250	20	131259
6870	20	131259
51985	20	131259
36280	20	131259
39299	20	131259
9566	20	131259
11373	20	131259
25444	20	131276
25388	20	131276
13567	20	131265
789	20	131265
43538	20	131265
33537	20	131265
551	20	131265
29408	20	131265
5361	20	131265
44964	20	131280
8294	20	131280
10134	20	131280
50000	20	131280
2757	20	131280
46111	20	131280
12315	20	131280
12580	20	131258
40608	20	131258
51769	20	131258
25522	20	131258
48510	20	131258
8043	20	131273
51283	20	131273
33175	20	131271
29683	20	131271
51466	20	131271
19967	20	131271
25514	20	131271
50025	20	131271
51417	20	131271
49965	20	131271
25855	20	131271
26233	20	131271
40015	20	131271
45639	20	131276
6305	20	131276
34358	20	131276
27528	20	131271
15500	20	131271
36247	20	131273
31427	20	131273
1389	20	131273
38827	20	131273
8362	20	131273
44647	20	131273
5899	20	131258
21773	20	131258
10864	20	131258
37716	20	131258
33098	20	131258
43621	20	131258
9793	20	131258
4111	20	131258
28981	20	131254
18266	20	131254
39258	20	131254
20046	20	131263
5439	20	131263
51008	20	131263
39589	20	131263
46854	20	131263
24949	20	131263
17255	20	131263
15032	20	131263
33996	20	131263
4420	20	131263
22143	20	131263
31393	20	131263
769	20	131263
4852	20	131259
152	20	131259
38828	20	131259
2344	20	131259
