4373	3	56695
14802	6	16439
17564	5	9128
37121	5	53668
70039	5	24777
14935	5	42561
26204	5	61105
30644	0	33529
18066	1	26271
59644	5	11914
54823	1	28705
15727	5	68603
54034	5	70468
13868	1	28705
40904	5	55382
1030	6	13887
43487	5	43419
10036	1	8030
26858	5	12869
21103	1	54745
35600	1	28705
48075	6	30585
13226	1	28705
35085	1	67960
6336	1	49554
13661	4	45605
25754	5	43731
17392	5	16735
3876	1	38208
25141	1	32173
45659	3	20481
11814	0	33529
17695	0	33529
34901	5	11914
22096	1	32607
71285	4	57933
14528	1	9141
60104	1	38208
58935	5	68603
59743	0	33529
73011	1	15463
54209	1	28705
19973	6	1360
50480	1	62841
49208	5	55940
30973	4	52998
20302	1	38208
8503	0	33529
30236	1	28705
40856	4	1384
50742	5	21072
37387	1	28705
52188	5	68627
5161	0	6987
39989	1	67960
10456	0	33529
32411	1	9141
6477	3	28085
67430	5	16735
9552	1	46789
58258	0	33529
13444	0	33529
27014	6	30585
74630	0	33529
43129	0	33529
14660	0	33529
34666	0	33529
52275	2	6878
41275	0	33529
40174	5	25707
562	3	28085
67314	5	24809
19023	1	28705
33863	5	32854
5717	1	28705
16443	1	27196
11990	0	6987
19748	0	33529
32453	0	33529
65495	1	32607
60665	1	28705
25693	6	1360
73029	0	33529
2127	1	67960
37876	2	39389
20293	0	33529
33518	0	33529
65963	1	28705
7475	1	67960
60531	5	40073
43958	1	32173
54845	6	6432
13991	5	11914
39965	1	49554
57968	1	49554
25029	6	51984
58117	0	33529
24983	5	11914
27208	5	68603
72009	0	33529
4968	1	28705
51756	4	56531
35280	0	33529
49280	0	33529
2326	0	33529
41355	1	8030
70157	6	25439
61063	1	38208
54504	5	25707
33820	0	33529
10095	0	33529
30278	0	33529
12701	1	38208
30692	1	28705
57430	5	25707
40113	3	38358
25593	5	53668
68768	3	10338
24029	6	51984
32663	0	33529
63458	4	63916
47006	4	20909
46652	1	28705
46778	1	67960
44011	1	32607
